run,problem,pop,pc,pm,seconds,fitness,instance,generations,evaluations,seed,selection,crossover,mutation,elitism,pinv,uniform_swap
279,knap,200,0.9,0.1,2,0.678458,instances_01_KP/large_scale/knapPI_2_200_1000_1,616,112100,,roulette,uniform,scramble,2,0.05,0.5
280,knap,200,0.9,0.1,2,0.685508,instances_01_KP/large_scale/knapPI_2_200_1000_1,616,111751,,roulette,uniform,scramble,2,0.05,0.5
281,knap,200,0.9,0.1,2,0.996775,instances_01_KP/large_scale/knapPI_2_200_1000_1,7368,1327216,,random-two,two-point,scramble,2,0,0.4
282,knap,200,0.9,0.1,2,0.982478,instances_01_KP/large_scale/knapPI_2_200_1000_1,7605,1369753,,random-two,two-point,scramble,2,0,0.4
283,knap,200,0.9,0.1,2,0.983972,instances_01_KP/large_scale/knapPI_2_200_1000_1,7314,1318384,,random-two,two-point,scramble,2,0,0.4
284,knap,200,0.9,0.1,2,0.996775,instances_01_KP/large_scale/knapPI_2_200_1000_1,7505,1352319,,random-two,two-point,scramble,2,0,0.4
285,knap,200,0.9,0.1,2,1,instances_01_KP/large_scale/knapPI_2_200_1000_1,7163,1291157,,random-two,two-point,scramble,2,0,0.4
286,knap,200,0.9,0.2,2,1,instances_01_KP/large_scale/knapPI_2_200_1000_1,6503,1184345,,random-two,two-point,scramble,2,0,0.4
287,knap,200,0.9,0.2,2,1,instances_01_KP/large_scale/knapPI_2_200_1000_1,6546,1193081,,random-two,two-point,scramble,2,0,0.4
288,knap,200,0.9,0.2,2,1,instances_01_KP/large_scale/knapPI_2_200_1000_1,6456,1175842,,random-two,two-point,scramble,2,0,0.4
289,knap,200,0.9,0.2,2,0.968354,instances_01_KP/large_scale/knapPI_2_200_1000_1,6558,1194592,,random-two,two-point,scramble,2,0,0.4
290,knap,200,0.9,0.2,2,0.968354,instances_01_KP/large_scale/knapPI_2_200_1000_1,6516,1187038,,random-two,two-point,scramble,2,0,0.4
291,knap,200,0.9,0.1,2,0.689985,instances_01_KP/large_scale/knapPI_2_200_1000_1,622,112227,,roulette,uniform,scramble,2,0,0.5
292,knap,200,0.9,0.1,2,0.688616,instances_01_KP/large_scale/knapPI_2_200_1000_1,624,112604,,roulette,uniform,scramble,2,0,0.5
293,knap,200,0.9,0.1,2,0.694337,instances_01_KP/large_scale/knapPI_2_200_1000_1,620,111666,,roulette,uniform,scramble,2,0,0.5
294,knap,200,0.9,0.1,2,0.693824,instances_01_KP/large_scale/knapPI_2_200_1000_1,625,112618,,roulette,uniform,scramble,2,0,0.5
295,knap,200,0.9,0.1,2,0.675751,instances_01_KP/large_scale/knapPI_2_200_1000_1,617,111365,,roulette,uniform,scramble,2,0,0.5
296,knap,200,0.9,0.2,2,0.651692,instances_01_KP/large_scale/knapPI_2_200_1000_1,388,77800,,tournament,one-point,bit-flip,0,0,0.5
297,knap,200,0.9,0.2,2,0.651772,instances_01_KP/large_scale/knapPI_2_200_1000_1,389,78000,,tournament,one-point,bit-flip,0,0,0.5
298,knap,200,0.9,0.2,2,0.651998,instances_01_KP/large_scale/knapPI_2_200_1000_1,384,77000,,tournament,one-point,bit-flip,0,0,0.5
299,knap,200,0.9,0.2,2,0.652655,instances_01_KP/large_scale/knapPI_2_200_1000_1,388,77800,,tournament,one-point,bit-flip,0,0,0.5
300,knap,200,0.9,0.2,2,0.655441,instances_01_KP/large_scale/knapPI_2_200_1000_1,387,77600,,tournament,one-point,bit-flip,0,0,0.5
301,knap,200,0.9,0.2,2,0.654087,instances_01_KP/large_scale/knapPI_2_200_1000_1,389,78000,,tournament,two-point,bit-flip,0,0,0.5
302,knap,200,0.9,0.2,2,0.653091,instances_01_KP/large_scale/knapPI_2_200_1000_1,393,78800,,tournament,two-point,bit-flip,0,0,0.5
303,knap,200,0.9,0.2,2,0.651994,instances_01_KP/large_scale/knapPI_2_200_1000_1,389,78000,,tournament,two-point,bit-flip,0,0,0.5
304,knap,200,0.9,0.2,2,0.657835,instances_01_KP/large_scale/knapPI_2_200_1000_1,391,78400,,tournament,two-point,bit-flip,0,0,0.5
305,knap,200,0.9,0.2,2,0.653155,instances_01_KP/large_scale/knapPI_2_200_1000_1,391,78400,,tournament,two-point,bit-flip,0,0,0.5
306,knap,200,0.9,0.2,2,0.650895,instances_01_KP/large_scale/knapPI_2_200_1000_1,623,114813,,roulette,uniform,swap,0,0,0.5
307,knap,200,0.9,0.2,2,0.648263,instances_01_KP/large_scale/knapPI_2_200_1000_1,627,115743,,roulette,uniform,swap,0,0,0.5
308,knap,200,0.9,0.2,2,0.648386,instances_01_KP/large_scale/knapPI_2_200_1000_1,614,113174,,roulette,uniform,swap,0,0,0.5
309,knap,200,0.9,0.2,2,0.650542,instances_01_KP/large_scale/knapPI_2_200_1000_1,623,115001,,roulette,uniform,swap,0,0,0.5
310,knap,200,0.9,0.2,2,0.643397,instances_01_KP/large_scale/knapPI_2_200_1000_1,623,114878,,roulette,uniform,swap,0,0,0.5
